id,Typologie cadeau,Cadeau,Lien,image_url,Tranche d'âge,Budget cible,Prix,Occasion,Activités / Centres d'intérêts,Relation,Personnalité / Préférences,Genre,Tags,Catégorie de Produit,Évaluations Produit,Marque,Options de Personnalisation,Éco-responsable,Couleur,Dimensions,Matériau,Description,,,,,,,,,,,,,,
118,Jeux Playstation 5,Ratchet ,https://www.amazon.fr/Ratchet-Clank-Rift-Apart-PS5/dp/B08WQMRHPS/ref=sr_1_4?crid=6KUDA9KWHVD7&amp,keywords=jeux%252Bps5&amp,qid=1702491722&amp,refinements=p_89%253APlaystation%252Cp_72%253A184909031&amp,rnid=184896031&amp,s=videogames&amp,sprefix=jeux%252B%252Caps%252C198&amp,sr=1-4&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=977dfce786281aad0bca897c330b181d&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71oSSyr4slL.__AC_SX300_SY300_QL70_ML2_.jpg,7-18 ans,60-80 €,80€,Anniversaire ,Jeux, Gaming  Hightech,Famille,Jeu, détente,Mitxe,Jeux vidéos , détente ,Jeu d'action , jeu de console,5.8,PS5,Non,Non,Multi ,,Plastique ,"""Prezent vous propose un jeu d'aventure qui comblera vos heures d'ennui. ce jeu avec des graphismes incroyables fera la joie de son utilisateur""",,
119,Jeux Playstation 5,Ratchet,https://www.amazon.fr/Ratchet-Clank-Rift-Apart-PS5/dp/B08WQMRHPS/ref=sr_1_4?crid=6KUDA9KWHVD7&amp,keywords=jeux%252Bps5&amp,qid=1702491722&amp,refinements=p_89%253APlaystation%252Cp_72%253A184909031&amp,rnid=184896031&amp,s=videogames&amp,sprefix=jeux%252B%252Caps%252C198&amp,sr=1-4&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=977dfce786281aad0bca897c330b181d&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71oSSyr4slL.__AC_SX300_SY300_QL70_ML2_.jpg,7-18 ans,60-80 €,80€,Noel ,Jeux, Gaming  Hightech,Famille,Jeu, détente,Mitxe,Jeux vidéos , détente ,Jeu d'action , jeu de console,5.8,PS5,Non,Non,Multi ,,Plastique ,"""Prezent vous propose un jeu d'aventure qui comblera vos heures d'ennui. ce jeu avec des graphismes incroyables fera la joie de son utilisateur""",,
120,Jeux Playstation 5,Unchrted Legacy,https://www.amazon.fr/Uncharted-Legacy-Thieves-Collection-PlayStation/dp/B09NB39P2P/ref=sr_1_6?crid=6KUDA9KWHVD7&amp,keywords=jeux%252Bps5&amp,qid=1702491722&amp,refinements=p_89%253APlaystation%252Cp_72%253A184909031&amp,rnid=184896031&amp,s=videogames&amp,sprefix=jeux%252B%252Caps%252C198&amp,sr=1-6&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=78ab90fe2ed27c25d44169048fda6e1e&camp=1642&creative=6746,https://m.media-amazon.com/images/I/91u-RP3+NTL._AC_SX342_SY445_.jpg,16-30 ans ,60-80 €,80€,Anniversaire ,Jeux, Gaming  Hightech,Famille,Jeu, détente,Mitxe,Jeux vidéos , détente ,Jeu d'action , jeu de console,6.8,PS5,Non,Non,Multi ,,Plastique ,"""Prezent vous propose un jeu d'aventure qui comblera vos heures d'ennui. ce jeu avec des graphismes incroyables fera la joie de son utilisateur""",,
121,Electromenager,moulin à café,https://www.amazon.fr/dp/B07J6JLW11/ref=cm_gf_aAN_d_p0_e0_qd0_Y0YQOnaNEL3CafyQF2Sl?&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=4f95e4b38a88c3110dea2deaf023c413&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61aadDOB36L.__AC_SX300_SY300_QL70_ML2_.jpg,,5 - 20 €,15€,Crémaillère,,Ami ,,,,,,,,Non,,,,,,,,,,,,,,,,,,
122,Electromenager,moulin à café,https://www.amazon.fr/dp/B07J6JLW11/ref=cm_gf_aAN_d_p0_e0_qd0_Y0YQOnaNEL3CafyQF2Sl?&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=4f95e4b38a88c3110dea2deaf023c413&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61aadDOB36L.__AC_SX300_SY300_QL70_ML2_.jpg,,5 - 20 €,15€,Secret Santa ,,Collègue ,,,,,,,,Non,,,,,,,,,,,,,,,,,,
123,Beauté,Présentoir cosmétique,https://www.amazon.fr/Organisateur-Maquillage-Organiseur-Pr%25C3%25A9sentoir-Cosm%25C3%25A9tique/dp/B0BKZ4XWX3/ref=sr_1_11?crid=2POYMVI5B9KXX&keywords=rangement%252Bmaquillage&qid=1702494873&sprefix=range%252Caps%252C235&sr=8-11&th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=2e50eae0ab1985e74aa62d06ac365ff4&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71MsHUOfG0L._AC_SL1500_.jpg,16-30ans,5 - 20 €,17€,tout type d'occasion,,Famille,Maquillage,Femme,adulte,soins,Cosmétique,6.5,,Non,Non,Multi,,Plastique,,,,,,,,,,,,,,
124,Déguisement,Masque Grinch,https://www.amazon.fr/LePyCos-Masque-Grinch-Halloween-cosplay/dp/B07ZHZG3TV/ref=sr_1_8?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=LEJZP1INVCIE&amp,keywords=costume+grinch&amp,qid=1702495732&amp,sprefix=costume+grinch%252Caps%252C78&amp,sr=8-8&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=5fff4167d75d2107ec875de7a96ddb96&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61ZqQGi9xsL.__AC_SX300_SY300_QL70_ML2_.jpg,15-60 ans,25-35 €,30€,Noel,,Famille,Déguisement,Mitxe,Boudeur, n'aime pas noël, grincheux,Noël, Grinch ,,,,Non,,,,,,,,,,
125,Déguisement,Masque Grinch,https://www.amazon.fr/LePyCos-Masque-Grinch-Halloween-cosplay/dp/B07ZHZG3TV/ref=sr_1_8?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=LEJZP1INVCIE&amp,keywords=costume+grinch&amp,qid=1702495732&amp,sprefix=costume+grinch%252Caps%252C78&amp,sr=8-8&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=5fff4167d75d2107ec875de7a96ddb96&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61ZqQGi9xsL.__AC_SX300_SY300_QL70_ML2_.jpg,15-60 ans,25-35 €,30€,Secret Santa ,,Collègue ,Déguisement,Mitxe,Boudeur, n'aime pas noël, grincheux,Noël, Grinch ,,,,Non,,,,,,,,,,
126,Beauté ,coffret senteur,https://www.amazon.fr/Atmosphera-Coffret-Senteur-8-pi%25C3%25A8ces/dp/B07GRBGD2T/ref=sr_1_36?crid=1MHT9UGRJO8HZ&keywords=cr%25C3%25A9ateur+parfum&qid=1702495840&sprefix=cr%25C3%25A9ateur%252Caps%252C211&sr=8-36&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=bd3c14be49f3edfcd04302aa47cc0f2e&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71QViaoZurL._AC_SY450_.jpg,16-30ans,15-30€,16€,Noel,Cosmétique,Ami,Beauté,Femme,adulte,soins,Cosmétique,8.5,,Non,Non,Multi,,Alcool,,,,,,,,,,,,,,
127,Beauté ,coffret senteur,https://www.amazon.fr/Atmosphera-Coffret-Senteur-8-pi%25C3%25A8ces/dp/B07GRBGD2T/ref=sr_1_36?crid=1MHT9UGRJO8HZ&keywords=cr%25C3%25A9ateur+parfum&qid=1702495840&sprefix=cr%25C3%25A9ateur%252Caps%252C211&sr=8-36&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=bd3c14be49f3edfcd04302aa47cc0f2e&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71QViaoZurL._AC_SY450_.jpg,16-30ans,15-30€,16€,Noel,Cosmétique,Ami,Beauté,Femme,adulte,soins,Cosmétique,8.5,,Non,Non,Multi,,Alcool,,,,,,,,,,,,,,
128,Beauté ,Miroir Coiffeuse ,https://www.amazon.fr/Flamingueo-Miroir-Maquillage-Lumineux-Decoration/dp/B09HXY3Y6G/ref=sr_1_5?crid=1QKSRR8TQLRPI&keywords=miroir+coiffeuse&qid=1702498238&sprefix=miroir+%252Caps%252C181&sr=8-5&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=683fcfcb3b6ac4f361d081ab2cbc7c1b&camp=1642&creative=6746,https://m.media-amazon.com/images/I/51oAghhScpL._AC_SX522_.jpg,16-40 ans ,100-130 €,110€,Noel,Beauté, Cosmétique ,Famille,Beauté ,Femme,adulte, beauté ,Beauté ,4.4,,Non,Non,,,Verre,"""Et pourquoi ne pas la suprendre avec un cadeau spécial et utile qui décorera à merveille sa chambre""",,,,,,,,,,,,
129,Cusine ,Extracteur de jus,https://www.amazon.fr/Squeeze-Presse-Agrumes-Inalambrique-Multifonctionel-Rechargeable/dp/B0BYZR5JZM/ref=sr_1_42?keywords=electrom%C3%A9nager&amp,qid=1702498599&amp,sr=8-42&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=7af9890a000cb96027c1fa97db495b1a&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71X9-Xxoq1L.__AC_SX300_SY300_QL70_ML2_.jpg,18-30 ans,30-50€,42€,Noel ,Cuisine, sport, santé ,Famille,Aime cuisiner et bien manger, prend soin de soi ,Mitxe,Electroménager,Electroménager,,,Non,Non,Gris, noir,,Plastique, Métal,,,,,,,
130,Cuisine ,Extracteur de jus,https://www.amazon.fr/Squeeze-Presse-Agrumes-Inalambrique-Multifonctionel-Rechargeable/dp/B0BYZR5JZM/ref=sr_1_42?keywords=electrom%C3%A9nager&amp,qid=1702498599&amp,sr=8-42&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=7af9890a000cb96027c1fa97db495b1a&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71X9-Xxoq1L.__AC_SX300_SY300_QL70_ML2_.jpg,18-30 ans,30-50€,42€,Anniversaire ,Cuisine, sport, santé ,Ami,Aime cuisiner et bien manger, prend soin de soi ,Mitxe,Electroménager,Electroménager,,,Non,Non,Gris, noir,,Plastique, Métal,,,,,,,
131,Beauté ,Miroir Coiffeuse ,https://www.amazon.fr/Flamingueo-Miroir-Maquillage-Lumineux-Decoration/dp/B09HXY3Y6G/ref=sr_1_5?crid=1QKSRR8TQLRPI&keywords=miroir+coiffeuse&qid=1702498238&sprefix=miroir+%252Caps%252C181&sr=8-5&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=683fcfcb3b6ac4f361d081ab2cbc7c1b&camp=1642&creative=6746,https://m.media-amazon.com/images/I/51oAghhScpL._AC_SX522_.jpg,16-40 ans ,100-130 €,110€,Anniversaire ,Beauté, Cosmétique ,Famille,Beauté ,Femme,adulte, beauté ,Beauté ,4.4,,Non,Non,,,Verre,"""Et pourquoi ne pas la suprendre avec un cadeau spécial et utile qui décorera à merveille sa chambre""",,,,,,,,,,,,
132,Utilitaire ,Chaise Gaming ,https://www.amazon.fr/HLFURNIEU-Chaise-Gaming-Ergonomique-Appui-t%25C3%25AAte/dp/B0C3CQ2PWR/ref=sr_1_2_sspa?__mk_fr_FR=%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591&crid=6UDH52UZTLZN&keywords=accessoires%252Bgaming&qid=1702498917&sprefix=accessoires%252Bgaming%252Caps%252C136&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=4855bedace3073e1db6efc64d1d1f790&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61wZrp0ZjUL._AC_SX522_.jpg,16-40 ans ,,,tout type d'occasion,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
133,Jeux ,Casque Gaming ,https://www.amazon.fr/NUBWO-Microphone-Annulation-Enveloppant-%25C3%25A9metteur/dp/B08X3HCW5Q/ref=sr_1_1_sspa?__mk_fr_FR=%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591&crid=6UDH52UZTLZN&keywords=accessoires+gaming&qid=1702498917&sprefix=accessoires+gaming%252Caps%252C136&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=b940ccfc6ab9aee2e0de167ab7329350&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61hnB6nZi6L._AC_SX425_.jpg,16-40 ans ,,,tout type d'occasion,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
134,Utilitaire ,Repose Pied Bureau ,https://www.amazon.fr/STARS-UNITED-Repose-Pieds-Sous-Bureau/dp/B07QLTZ6Y7/ref=sr_1_6?__mk_fr_FR=%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591&crid=6UDH52UZTLZN&keywords=accessoires+gaming&qid=1702498917&sprefix=accessoires+gaming%252Caps%252C136&sr=8-6&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=ead557232406e662076290df8bfa5d81&camp=1642&creative=6746,https://m.media-amazon.com/images/I/81ryRkK8upL._AC_SX679_.jpg,19-60 ans ,,,tout type d'occasion,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
135,Décoration ,Bar Led,https://www.amazon.fr/YAMYONE-Ambiance-Decoration-Halloween-T%25C3%25A9l%25C3%25A9commande/dp/B0B74LGM5J/ref=sr_1_38?__mk_fr_FR=%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591&crid=6UDH52UZTLZN&keywords=accessoires+gaming&qid=1702498917&sprefix=accessoires+gaming%252Caps%252C136&sr=8-38&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=4fe53df80f56ab0151108281a2ff02f3&camp=1642&creative=6746,https://m.media-amazon.com/images/I/81Bl+7tDGZL._AC_SX679_.jpg,16-30 ans ,,,tout type d'occasion,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
136,Cuisine,Machine à pate,https://www.amazon.fr/Klarstein-Pastamania-Diff%25C3%25A9rentes-P%25C3%25A9trissage-Coupe-p%25C3%25A2te/dp/B07ZHK463G/ref=sr_1_2_sspa?crid=1TZ1OYZIJDGML&keywords=machine+%25C3%25A0+pates+fraiches&qid=1702498215&sprefix=Machine+%25C3%25A0+pate%252Caps%252C171&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=28a80bd6aef273bd8cd839f82e85ffc2&camp=1642&creative=6746,https://m.media-amazon.com/images/I/718UvY2TnBL.__AC_SX300_SY300_QL70_ML2_.jpg,40-60ans,100-150€,125€,Anniversaire,Electro ménager,famille,Cuisine,Mixte,Cuisine,,,,,Non,,,,,,,,,,,,,,,,,,
137,Cuisine,Machine à yaourt,https://www.amazon.fr/3521-Yaourti%25C3%25A8re-automatique-automatiques-temp%25C3%25A9rature/dp/B08KZ26QB6/ref=sr_1_5?crid=2M6S0JJ2RX1DZ&keywords=machine+a+yaourt&qid=1702502263&sprefix=machine+a+y%252Caps%252C255&sr=8-5&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=eaced5038c70f8b16c8dd1cc192cf1e2&camp=1642&creative=6746,https://m.media-amazon.com/images/I/716v1CteImL.__AC_SY300_SX300_QL70_ML2_.jpg,40-60ans,50-80€,,Crémaillère,Electro ménager,ami,Cuisine,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,,
138,Cuisine,Air fryer,https://www.amazon.fr/Friteuse-ensemble-minuterie-Temp%25C3%25A9rature-programmes/dp/B0CP3BSY1R/ref=sr_1_8?crid=35AWQQ4AD539N&keywords=air+fryer&qid=1702502331&sprefix=air%252Caps%252C221&sr=8-8&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=5767430fee4986576e79983d7b38fba1&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61ZULuhqhrL.__AC_SX300_SY300_QL70_ML2_.jpg,40-60ans,20-100€,,Crémaillère,Electro ménager,Ami,Cuisine,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,,
139,Cuisine,Multi-cuiseur,https://www.amazon.fr/NEWCOOK-NL585-Robot-m%25C3%25A9nager-Argent%25C3%25A9/dp/B00SBCZDDI/ref=sr_1_14?crid=16V6UNV3QLN2I&keywords=multicuiseur&qid=1702502379&sprefix=multi%252Caps%252C211&sr=8-14&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=839d8f17ed9a71def802fb4f57d57e52&camp=1642&creative=6746,https://m.media-amazon.com/images/I/51R5LyjzLdL.__AC_SX300_SY300_QL70_ML2_.jpg,40-60ans,50-150€,,Crémaillère,Electro ménager,Famille, Ami,Cuisine,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,
140,Tech,Réveil Parlant,https://www.amazon.fr/Top-Life-Personne-Malvoyante-Alzheimer/dp/B0C7HJCT4C/ref=sr_1_1_sspa?crid=AIUR7TFF8YME&keywords=r%25C3%25A9veil+parlant+pour+personnes+ag%25C3%25A9es&qid=1702502441&sprefix=r%25C3%25A9veil+parl%252Caps%252C337&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=f95237e4564dac487114fb5df1ac5c6f&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61LNCjY8SgL.__AC_SX300_SY300_QL70_ML2_.jpg,40-60ans,20-50€,,Anniversaire,Multi-média,Famille, Ami,Salle de bain,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,
141,Machine,Bouillote,https://www.amazon.fr/Russell-Hobbs-22591-70-Textures-Bouilloire/dp/B01B0YT0E6/ref=sr_1_5?crid=3ETNOVTFEB6SE&keywords=bouilloire+electrique&qid=1702502595&sprefix=boui%252Caps%252C571&sr=8-5&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=6647bacecbbdf0672e9a82d559eb1368&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61wGcyn0wSL.__AC_SX300_SY300_QL70_ML2_.jpg,40-60ans,20-70€,,Anniversaire,Electro ménager,Famille, Ami,cuisine,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,
142,Utilitaire ,Etendoir linge,https://www.amazon.fr/HOMIDEC-Etendoir-Inoxydable-Int%C3%A9rieur-Ext%C3%A9rieur/dp/B0B4JGBG2R/ref=sr_1_3_sspa?crid=1XHA0LVBDU6BV&keywords=etendoir%2Blinge%2Binterieur&qid=1702502642&sprefix=eten%2Caps%2C647&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,https://m.media-amazon.com/images/I/81nBKUhya9L.__AC_SX300_SY300_QL70_ML2_.jpg,40-60ans,20-70€,,crémaillère,Ménage,Famille, Ami,Salle de bain,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,
143,Tech,Radio,https://www.amazon.fr/Panasonic-Radio-RF-2400-DEGK/dp/B06XWZ41RT/ref=sr_1_5?__mk_fr_FR=%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591&crid=2ZXL8QRZ6QEAY&keywords=radio&qid=1702502861&sprefix=radio%252Caps%252C217&sr=8-5&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=c4abbf68087d03ef01d2ef3f85fd2c28&camp=1642&creative=6746&th=1,https://m.media-amazon.com/images/I/81nBKUhya9L.__AC_SX300_SY300_QL70_ML2_.jpg,40-60ans,20-70€,,noel,Multi-média,Famille, Ami,Divertissement,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,
144,Tech,Téléphone fixe,https://www.amazon.fr/VTech-T%25C3%25A9l%25C3%25A9phone-Identification-Haut-Parleur-r%25C3%25A9tro%25C3%25A9clair%25C3%25A9s/dp/B0C7VMJXRP/ref=sr_1_1_sspa?__mk_fr_FR=%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591&crid=1T0NQRBJVRVLK&keywords=t%25C3%25A9l%25C3%25A9phone+fixe&qid=1702670968&sprefix=t%25C3%25A9l%25C3%25A9phone+fix%252Caps%252C164&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=a6b11c956bd215f3575822a04bdb590e&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71ww5IjAPfL._AC_SX425_.jpg,60-80ans,20-70€,,Anniversaire,Multi-média,Famille, Ami,Divertissement,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,
145,Santé ,Manchons sensoriel,https://www.amazon.fr/Sensoriel-Couverture-Personnes-Dalzheimers-Sensoriels/dp/B0C6F7MQRD/ref=sr_1_1_sspa?keywords=manchon+sensoriel&qid=1702670863&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=05d219557b8187651d9daab4f4a74d43&camp=1642&creative=6746,https://m.media-amazon.com/images/I/81NPjEZhZsL._AC_SX679_.jpg,60-80ans,30-50€,,Anniversaire,jeux,Famille, Ami,Personnes agées,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,
146,Santé ,Horloge parlante alarme réveil,https://www.amazon.fr/Parlante-Fran%25C3%25A7aise-Personnes-Alzheimer-Malvoyantes/dp/B07V2NXS34/ref=sr_1_1_sspa?__mk_fr_FR=%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591&crid=3HYW41WGC5A22&keywords=horloge+parlante&qid=1702671054&sprefix=horlange+parlante+%252Caps%252C173&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=bfb3e1185488ea7b487af9289e9d67c7&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61fVn+Ct9YL._AC_SX425_.jpg,60-80ans,20-70€,,Anniversaire,Multi-média,Famille, Ami,Personnes agées,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,
147,Utilitaire ,Portable Senior,https://www.amazon.fr/TOKVIA-t%25C3%25A9l%25C3%25A9phone-Portable-Telephone-T102/dp/B0B2DHWRR6/ref=sr_1_2_sspa?__mk_fr_FR=%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591&crid=2J79O9WEIP9QL&keywords=portable+senior&qid=1702671188&refinements=p_72%253A211718031&rnid=211717031&s=hpc&sprefix=portable+s%25C3%25A9n%252Caps%252C511&sr=1-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=af6d6fa0a693ab78ddac2dab3b1b4ae6&camp=1642&creative=6746v,https://m.media-amazon.com/images/I/71gBjJUCaNL._AC_SX425_.jpg,60-80ans,20-70€,,noel,Multi-média,Famille,Personnes agées,Mixte,,,,,,Non,,,,,,,,,,,,,,,,,,
148,Bricolage ,Clé à douille,https://www.amazon.fr/AmazonBasics-Coffret-%C3%A0-douilles-201-pi%C3%A8ces/dp/B074MFYGSF/ref=sr_1_1_ffob_sspa?keywords=cl%C3%A9+%C3%A0+douille&qid=1702671320&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,https://m.media-amazon.com/images/I/9154f8zK31L._AC_SY679_.jpg,30-50ans,15-30€,,tout type d'occasion,,Ami,Bricolage,Homme,,,,,,Non,,,,,,,,,,,,,,,,,,
149,Livre,Livre décoration intérieure,https://www.amazon.fr/Ensemble-livres-d%C3%A9coratifs-tendance-inspir%C3%A9/dp/B0C5JC4GMD/ref=sr_1_6?crid=Q3Y274GBQSMG&amp,keywords=livre+d%C3%A9coration&amp,qid=1702500776&amp,sprefix=livre+d%C3%A9co%252Caps%252C113&amp,sr=8-6&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=17b1917e5d22d64c88ea369facd7dcf7&camp=1642&creative=6746,https://m.media-amazon.com/images/I/41j77QHoGSL._QL70_ML2_.jpg,16-30 ans ,20 - 35 €,22€,Crémaillère,Décoration ,Famille, Ami,,,,,,,,Non,,,,,,,,,,,,,
150,Livre,Livre Mode,https://www.amazon.fr/Little-Book-Herm%C3%A8s-Iconic-Fashion/dp/180279011X/ref=pd_vtp_d_sccl_3_3/260-6982440-3675229?pd_rd_w=p4vEx&amp,content-id=amzn1.sym.4b2a56cb-536d-416c-964d-97705db637be&amp,pf_rd_p=4b2a56cb-536d-416c-964d-97705db637be&amp,pf_rd_r=3P75WBS6NFXZ3G6WSVNT&amp,pd_rd_wg=JrSVJ&amp,pd_rd_r=125dd030-7ee7-400f-85a7-a5c2a6bb9cc4&amp,pd_rd_i=180279011X&amp,psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=adb2ea732950a36940db68d72f31c48c&camp=1642&creative=6746,https://m.media-amazon.com/images/I/311BxzpRSbL._SY445_SX342_.jpg,16-30 ans ,5 - 20 €,17€,Crémaillère,Décoration ,Famille, Ami,,,,,,,,Non,,,,,,,,,,
151,Lampe,Lampe Champignon,https://www.amazon.fr/Spotaxe-champignon-respectueuses-lenvironnement-d%C3%A9coration/dp/B0B99WD47H/ref=pd_vtp_d_sccl_3_2/260-6982440-3675229?pd_rd_w=4LPUk&amp,content-id=amzn1.sym.4b2a56cb-536d-416c-964d-97705db637be&amp,pf_rd_p=4b2a56cb-536d-416c-964d-97705db637be&amp,pf_rd_r=5D1CWP7H5RDDTPZJ8M7Z&amp,pd_rd_wg=HDosP&amp,pd_rd_r=da22c1dc-c95e-4e07-a83a-2d90fc59ba9c&amp,pd_rd_i=B0B99WD47H&amp,psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=1520a05cb9e6556ef436666374dadf2a&camp=1642&creative=6746,https://m.media-amazon.com/images/I/41HrH31rpwL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,30 - 40 €,38€,Crémaillère,Décoration ,Famille, Ami,,,,,,,,Non,,,,,,,,,,
152,Décoration,Album bébé,https://www.amazon.fr/dp/2263072497/ref=cm_gf_aAN_d_p0_e0_qd0_Im9gsZeoIyzarnDwoIgg?&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=13276cd8c96f436733b7778526d774d3&camp=1642&creative=6746,https://m.media-amazon.com/images/I/41NJkHRmSuL._SY445_SX342_.jpg,0-3ans,,20€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Tech ,enceinte portable,https://www.amazon.fr/dp/B08FB2MZ7Y/ref=cm_gf_aAN_d_p0_e0_qd0_wKMl78D1UbgdZ9tJfdYr?th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=f9b68712a127602e4a112b3a875895a5&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71X3UG5lWnL._AC_SX679_.jpg,16-30 ans ,,34€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Tech ,enceinte portable,https://www.amazon.fr/dp/B08FB2MZ7Y/ref=cm_gf_aAN_d_p0_e0_qd0_wKMl78D1UbgdZ9tJfdYr?th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=f9b68712a127602e4a112b3a875895a5&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71X3UG5lWnL._AC_SX679_.jpg,16-30 ans ,,34€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
